Gene	Gene_ID	Locus	Gene_Size	Mut_Freq	Muts_per_Mbp	Mean_Gain	Mean_Loss	Selected	Num_Lists	fmi_cdx_324	fmi_heme_407	tcga_pancan_299	oncokids_170	goal_core_497	resistance_77	tempus_xt_648	pgdx_elio_505	msk_impact_505	trusight_523	profile_447	mayo_neuro_148	chop_solid_309	intogen_568	chop_heme_211	mayo_heme_42	join_all_1396	goal_full_2640	summary
ZNF585B	ENSG00000245680	19q13.12	6217	0.1178	18.95	2.8784	1.9363		0																		1	
CYP2A6	ENSG00000255974	19q13.2	1797	0.178289	99.21	2.7857	1.9197		0																		1	
CYP2B6	ENSG00000197408	19q13.2	3162	0.0543248	17.18	2.7678	1.9224		0																		1	
DLL3	ENSG00000090932	19q13.2	2385	0.0342901	14.38	2.8862	1.9313		0																		1	
FBXO17	ENSG00000269190	19q13.2	2361	0.0121364	5.14	2.8826	1.9312		0																		1	
FBXO27	ENSG00000161243	19q13.2	2443	0.0631863	25.86	2.8818	1.9300		0																		1	
FCGBP	ENSG00000275395	19q13.2	12899	0.522154	40.48	2.8779	1.9283		0																		1	
IFNL3	ENSG00000197110	19q13.2	795	0.0188788	23.75	2.8986	1.9316		1							1										1		
LTBP4	ENSG00000090006	19q13.2	5587	0.0708919	12.69	2.8307	1.9254		0																		1	
NFKBIB	ENSG00000104825	19q13.2	2158	0.0169524	7.86	2.8794	1.9313		0																		1	
PPP1R15A	ENSG00000087074	19q13.2	2362	0.0264882	11.21	2.6851	1.9079		1							1										1		
RPS19	ENSG00000105372	19q13.2	2250	0.00471971	2.10	2.7291	1.9222		0																		1	
RYR1	ENSG00000196218	19q13.2	15824	0.233481	14.75	2.8739	1.9347		0																		1	
SHKBP1	ENSG00000160410	19q13.2	2431	0.0288962	11.89	2.8337	1.9255		0																		1	
ZNF780A	ENSG00000197782	19q13.2	7736	0.0109805	1.42	2.8708	1.9275		1														1			1		
BCL3	ENSG00000069399	19q13.32	1913	0.0110769	5.79	2.7522	1.9200		0																		1	
DHX34	ENSG00000134815	19q13.32	4406	0.140532	31.90	2.6776	1.9059		0																		1	
FBXO46	ENSG00000177051	19q13.32	3001	0.0243691	8.12	2.7208	1.9148		0																		1	
FKRP	ENSG00000181027	19q13.32	3479	0.0191678	5.51	2.6831	1.9078		0																		1	
FOSB	ENSG00000125740	19q13.32	5565	0.101618	18.26	2.7209	1.9157		0																		1	
MARK4	ENSG00000007047	19q13.32	5303	0.0374687	7.07	2.7251	1.9176		0																		1	
POLR1G	ENSG00000117877	19q13.32	2840	0.281256	99.03	2.7205	1.9166		0																		1	
PPP1R13L	ENSG00000104881	19q13.32	3245	0.0246581	7.60	2.7205	1.9166		0																		1	
PRKD2	ENSG00000105287	19q13.32	3853	0.0322674	8.37	2.6835	1.9079		1														1			1	1	
RELB	ENSG00000104856	19q13.32	2329	0.0180119	7.73	2.7287	1.9182		0																		1	
BAX	ENSG00000087088	19q13.33	1434	0.0160855	11.22	2.6879	1.9081		0																		1	
BICRA	ENSG00000063169	19q13.33	6158	0.0623194	10.12	2.6860	1.9059		0																		1	
CRX	ENSG00000105392	19q13.33	4418	0.0100173	2.27	2.6766	1.9050		0																		1	
EHD2	ENSG00000024422	19q13.33	3530	0.0205163	5.81	2.6890	1.9069		1														1			1		
FLT3LG	ENSG00000090554	19q13.33	1717	0.0716625	41.74	2.6982	1.9113		0																		1	
FUT1	ENSG00000174951	19q13.33	4279	0.0146407	3.42	2.6817	1.9082		0																		1	
KLK2	ENSG00000167751	19q13.33	2892	0.00992102	3.43	2.7055	1.9112		0																		1	
NAPA	ENSG00000105402	19q13.33	1706	0.0070314	4.12	2.6812	1.9061		0																		1	
NOP53	ENSG00000105373	19q13.33	1556	0.015026	9.66	2.7173	1.9064		0																		1	
NTF4	ENSG00000225950	19q13.33	936	0.00905413	9.67	2.6871	1.9095		0																		1	
PNKP	ENSG00000039650	19q13.33	1868	0.0283182	15.16	2.7008	1.9122		1											1						1	1	
PRMT1	ENSG00000126457	19q13.33	1960	0.0164708	8.40	2.7042	1.9124		0																		1	
SPIB	ENSG00000269404	19q13.33	3816	0.00943941	2.47	2.6982	1.9116		0																		1	
TEAD2	ENSG00000074219	19q13.33	2742	0.0452707	16.51	2.6924	1.9103		0																		1	
TRPM4	ENSG00000130529	19q13.33	5820	0.145829	25.06	2.6894	1.9100		0																		1	
KLK7	ENSG00000169035	19q13.41	2148	0.00770564	3.59	2.7079	1.9113		0																		1	
SIGLEC10	ENSG00000142512	19q13.41	3439	0.155943	45.35	2.7170	1.9135		0																		1	
VSIG10L	ENSG00000186806	19q13.41	3437	0.0118474	3.45	2.7152	1.9126		0																		1	
ZNF28	ENSG00000198538	19q13.41	5693	0.0966095	16.97	2.7349	1.9156		0																		1	
ZNF320	ENSG00000182986	19q13.41	10066	0.00953573	0.95	2.7299	1.9158		0																		1	
CNOT3	ENSG00000088038	19q13.42	6462	0.0361202	5.59	2.7494	1.9183		1														1			1	1	
IL11	ENSG00000095752	19q13.42	2398	0.00462339	1.93	2.7586	1.9163		0																		1	
KIR2DL3	ENSG00000243772	19q13.42	1624	0.541322	333.33	2.7433	1.9139		0																		1	
LILRB1	ENSG00000104972	19q13.42	3568	0.770564	215.97	2.7481	1.9161		0																		1	
NLRP2	ENSG00000022556	19q13.42	3757	0.0490272	13.05	2.7477	1.9162		0																		1	
NLRP7	ENSG00000167634	19q13.42	3886	0.0559622	14.40	2.7473	1.9162		0																		1	
PRKCG	ENSG00000126583	19q13.42	3221	0.0235022	7.30	2.7484	1.9173		0																		1	
TFPT	ENSG00000105619	19q13.42	1268	0.00741668	5.85	2.7496	1.9183		0																		1	
TNNI3	ENSG00000129991	19q13.42	989	0.00780196	7.89	2.7559	1.9165		0																		1	
TTYH1	ENSG00000167614	19q13.42	2148	0.0135812	6.32	2.7490	1.9175		0																		1	
ZNF331	ENSG00000130844	19q13.42	6457	0.0162782	2.52	2.7439	1.9165		0																		1	
AURKC	ENSG00000105146	19q13.43	1659	0.00905413	5.46	2.7454	1.9128		0																		1	
CHMP2A	ENSG00000130724	19q13.43	1433	0.00972838	6.79	2.7383	1.9055		0																		1	
NLRP5	ENSG00000171487	19q13.43	4002	0.0506646	12.66	2.7549	1.9157		0																		1	
PEG3	ENSG00000198300	19q13.43	9560	0.151127	15.81	2.7441	1.9145		1														1			1	1	
TRIM28	ENSG00000130726	19q13.43	3432	0.0345791	10.08	2.7363	1.9055		0																		1	
ZIM2	ENSG00000269699	19q13.43	2577	0.0128106	4.97	2.7442	1.9146		0																		1	
ZNF444	ENSG00000167685	19q13.43	1963	0.00510499	2.60	2.7566	1.9157		0																		1	
ZNF471	ENSG00000196263	19q13.43	6300	0.0637642	10.12	2.7501	1.9143		1							1										1		
ZNF814	ENSG00000204514	19q13.43	9939	0.0379503	3.82	2.7423	1.9118		1														1			1		
CRNKL1	ENSG00000101343	20p11.23	4466	0.0247544	5.54	2.9762	1.9449		1														1			1		
SEC23B	ENSG00000101310	20p11.23	3851	0.0280293	7.28	2.9658	1.9425		1							1										1	1	
MCM8	ENSG00000125885	20p12.3	7771	0.0807166	10.39	2.9453	1.9394		1											1						1	1	
PCNA	ENSG00000132646	20p12.3	1431	0.00587555	4.11	2.9386	1.9397		0																		1	
PLCB1	ENSG00000182621	20p12.3	10513	0.0822578	7.82	2.9606	1.9397		0																		1	
CDC25B	ENSG00000101224	20p13	4036	0.027933	6.92	2.9410	1.9383		0																		1	
CSNK2A1	ENSG00000101266	20p13	15385	0.0152186	0.99	2.9386	1.9335		0																		1	
FKBP1A	ENSG00000088832	20p13	2280	0.00144481	0.63	2.9354	1.9365		0																		1	
ITPA	ENSG00000125877	20p13	1079	0.00491235	4.55	2.9436	1.9397		0																		1	
PTPRA	ENSG00000132670	20p13	4520	0.0209979	4.65	2.9427	1.9388		0																		1	
SMOX	ENSG00000088826	20p13	2555	0.0295704	11.57	2.9415	1.9374		0																		1	
TMEM230	ENSG00000089063	20p13-p12.3	2913	0.0168561	5.79	2.9386	1.9397		0																		1	
ID1	ENSG00000125968	20q11.21	1237	0.00616452	4.98	3.1940	1.9886		0																		1	
MAPRE1	ENSG00000101367	20q11.21	2590	0.0037565	1.45	3.1229	1.9843		0																		1	
MYLK2	ENSG00000101306	20q11.21	3004	0.015026	5.00	3.1683	1.9883		0																		1	
POFUT1	ENSG00000101346	20q11.21	6174	0.00799461	1.29	3.1614	1.9871		0																		1	
SNTA1	ENSG00000101400	20q11.21	2243	0.0127143	5.67	3.1205	1.9825		0																		1	
CPNE1	ENSG00000214078	20q11.22	2373	0.0445964	18.79	3.1316	1.9807		0																		1	
E2F1	ENSG00000101412	20q11.22	2718	0.0165671	6.10	3.1183	1.9817		0																		1	
EIF6	ENSG00000242372	20q11.22	1448	0.0217684	15.03	3.1248	1.9814		0																		1	
RBM39	ENSG00000131051	20q11.22	5390	0.012618	2.34	3.1310	1.9803		1														1			1		
RPN2	ENSG00000118705	20q11.23	2516	0.0319784	12.71	3.1075	1.9767		0																		1	
CHD6	ENSG00000124177	20q12	12261	0.077827	6.35	3.0882	1.9716		0																		1	
ADA	ENSG00000196839	20q13.12	1544	0.0197457	12.79	3.1388	1.9757		0																		1	
CTSA	ENSG00000064601	20q13.12	2394	0.0873627	36.49	3.1267	1.9763		0																		1	
EYA2	ENSG00000064655	20q13.12	2766	0.0360239	13.02	3.1335	1.9761		0																		1	
JPH2	ENSG00000149596	20q13.12	10686	0.027644	2.59	3.1301	1.9753		0																		1	
MMP9	ENSG00000100985	20q13.12	2388	0.0377577	15.81	3.1282	1.9763		0																		1	
MYBL2	ENSG00000101057	20q13.12	2832	0.0407436	14.39	3.1236	1.9750		0																		1	
SEMG1	ENSG00000124233	20q13.12	1634	0.0162782	9.96	3.1410	1.9754		1												1					1		
UBE2C	ENSG00000175063	20q13.12	1314	0.00866885	6.60	3.1287	1.9762		0																		1	
ZMYND8	ENSG00000101040	20q13.12	5946	0.365248	61.43	3.1438	1.9767		0																		1	
BCAS4	ENSG00000124243	20q13.13	6901	0.00577923	0.84	3.1648	1.9802		0																		1	
CEBPB	ENSG00000172216	20q13.13	1843	0.00934309	5.07	3.1797	1.9801		0																		1	
DDX27	ENSG00000124228	20q13.13	2779	0.159411	57.36	3.1436	1.9793		0																		1	
DPM1	ENSG00000000419	20q13.13	1201	0.0278366	23.18	3.1659	1.9802		0																		1	
KCNB1	ENSG00000158445	20q13.13	12239	0.065209	5.33	3.1510	1.9797		0																		1	
PTGIS	ENSG00000124212	20q13.13	5610	0.0146407	2.61	3.1542	1.9782		0																		1	
TSHZ2	ENSG00000182463	20q13.2	12646	0.0462339	3.66	3.2227	1.9811		0																		1	
ZFP64	ENSG00000020256	20q13.2	5809	0.0451743	7.78	3.1856	1.9811		0																		1	
TFAP2C	ENSG00000087510	20q13.31	2890	0.0122327	4.23	3.1664	1.9794		0																		1	
COL9A3	ENSG00000092758	20q13.33	2625	0.0257176	9.80	3.1259	1.9424		0																		1	
LAMA5	ENSG00000130702	20q13.33	11746	0.161819	13.78	3.1428	1.9518		0																		1	
MRGBP	ENSG00000101189	20q13.33	2772	0.00972838	3.51	3.1261	1.9434		0																		1	
PSMA7	ENSG00000101182	20q13.33	1602	0.00616452	3.85	3.1436	1.9525		0																		1	
PTK6	ENSG00000101213	20q13.33	2985	0.0128106	4.29	3.1370	1.9471		0																		1	
RPS21	ENSG00000171858	20q13.33	1048	0.00915045	8.73	3.1440	1.9520		0																		1	
SS18L1	ENSG00000184402	20q13.33	4611	0.0135812	2.95	3.1429	1.9522		0																		1	
TNFRSF6B	ENSG00000243509	20q13.33	1152			3.1382	1.9477		0																		1	
TPD52L2	ENSG00000101150	20q13.33	2464	0.0131959	5.36	3.1346	1.9452		0																		1	
NRIP1	ENSG00000180530	21q11.2-q21.1	7767	0.0267771	3.45	2.7610	1.8892		0																		1	
USP16	ENSG00000156256	21q21	3102	0.0140628	4.53	2.6315	1.9023		0																		1	
BACH1	ENSG00000156273	21q21.3	5825	0.015315	2.63	2.6251	1.9030		0																		1	
IFNAR2	ENSG00000159110	21q22.11	4390	0.0200347	4.56	2.6416	1.9175		1							1										1		
KCNE2	ENSG00000159197	21q22.11	1059	0.00770564	7.28	2.6361	1.9128		0																		1	
OLIG1	ENSG00000184221	21q22.11	2277	0.0191678	8.42	2.6383	1.9159		0																		1	
OLIG2	ENSG00000205927	21q22.11	3266	0.00857253	2.62	2.6367	1.9156		1							1										1	1	
TIAM1	ENSG00000156299	21q22.11	7785	0.0675207	8.67	2.6325	1.9099		0																		1	
CBR3	ENSG00000159231	21q22.12	1010	0.0125217	12.40	2.6408	1.9093		1							1										1		
KCNE1	ENSG00000180509	21q22.12	4031	0.00173377	0.43	2.6345	1.9130		0																		1	
SETD4	ENSG00000185917	21q22.12	4844	0.00963206	1.99	2.6362	1.9094		0																			A histone methyltransferase, is infrequently altered by mutation in a variety of human cancers.
ETS2	ENSG00000157557	21q22.2	4632	0.0328453	7.09	2.6356	1.8955		1							1										1	1	
GET1	ENSG00000182093	21q22.2	2792	0.00529763	1.90	2.6336	1.8949		0																		1	
ABCG1	ENSG00000160179	21q22.3	4640	0.0185899	4.01	2.6045	1.8894		0																		1	
AIRE	ENSG00000160224	21q22.3	2746	0.0176267	6.42	2.6119	1.8864		0																		1	
ITGB2	ENSG00000160255	21q22.3	3652	0.0251397	6.88	2.6127	1.8860		0																		1	
MCM3AP	ENSG00000160294	21q22.3	6666	0.112695	16.91	2.6448	1.8959		1														1			1		
RIPK4	ENSG00000183421	21q22.3	4052	0.0502793	12.41	2.6071	1.8902		0																		1	
SLC19A1	ENSG00000173638	21q22.3	6292	0.0957426	15.22	2.6345	1.8941		0																		1	
ADA2	ENSG00000093072	22q11.1	5217	0.108072	20.72	2.6700	1.8764		0																		1	
XKR3	ENSG00000172967	22q11.1	1706	0.0161819	9.49	2.6942	1.8754		0																		1	
CDC45	ENSG00000093009	22q11.21	2272	0.0158929	7.00	2.6459	1.8817		0																		1	
CLTCL1	ENSG00000070371	22q11.21	5813	0.0692545	11.91	2.6401	1.8812		1														1			1	1	
COMT	ENSG00000093010	22q11.21	4313	0.0145444	3.37	2.6611	1.8828		0																		1	
DGCR8	ENSG00000128191	22q11.21	4574	0.0196494	4.30	2.6638	1.8833		1														1			1		
PI4KA	ENSG00000241973	22q11.21	6971	0.0821614	11.79	2.6856	1.8840		0																		1	
SEPTIN5	ENSG00000184702	22q11.21	2470	0.00905413	3.67	2.6509	1.8821		0																		1	
IGLL5	ENSG00000254709	22q11.22	1351	0.00732036	5.42	2.6429	1.8749		0																		1	
ADORA2A	ENSG00000128271	22q11.23	2941	0.0132922	4.52	2.6062	1.8752		1								1									1		
GSTT1	ENSG00000277656	22q11.23							0																		1	
MN1	ENSG00000169184	22q12.1	7822	0.156039	19.95	2.5812	1.8637		1							1										1	1	
MYO18B	ENSG00000133454	22q12.1	8833	0.101618	11.50	2.5902	1.8707		0																		1	
GAL3ST1	ENSG00000128242	22q12.2	2482	0.0310152	12.50	2.6012	1.8664		0																		1	
MORC2	ENSG00000133422	22q12.2	6631	0.0545174	8.22	2.5978	1.8668		0																		1	
NEFH	ENSG00000100285	22q12.2	3811	0.024947	6.55	2.5916	1.8635		1														1			1		
PATZ1	ENSG00000100105	22q12.2	4926	0.02225	4.52	2.5936	1.8674		0																		1	
DEPDC5	ENSG00000100150	22q12.2-q12.3	8482	0.0752264	8.87	2.5885	1.8655		0																		1	
FBXO7	ENSG00000100225	22q12.3	2262	0.0146407	6.47	2.5684	1.8632		0																		1	
MCM5	ENSG00000100297	22q12.3	3529	0.0208052	5.90	2.5631	1.8621		0																		1	
RBFOX2	ENSG00000100320	22q12.3	7716	0.095839	12.42	2.5583	1.8604		1														1			1		
TIMP3	ENSG00000100234	22q12.3	4617	0.0202273	4.38	2.5701	1.8636		0																		1	
APOBEC3B	ENSG00000179750	22q13.1	1924	0.0301483	15.67	2.5618	1.8567		0																		1	
APOBEC3G	ENSG00000239713	22q13.1	1596	0.00963206	6.04	2.5587	1.8599		0																		1	
DMC1	ENSG00000100206	22q13.1	3376	0.00963206	2.85	2.5676	1.8613		1											1						1	1	
LGALS1	ENSG00000100097	22q13.1	544	0.00847621	15.58	2.5724	1.8615		0																		1	
MFNG	ENSG00000100060	22q13.1	2115	0.0164708	7.79	2.5728	1.8608		0																		1	
SH3BP1	ENSG00000100092	22q13.1	2730	0.0514352	18.84	2.5721	1.8610		0																		1	
XRCC6	ENSG00000196419	22q13.2	2953	0.0108842	3.69	2.5452	1.8516		1											1						1	1	
ZC3H7B	ENSG00000100403	22q13.2	5998	0.0482566	8.05	2.5527	1.8561		0																		1	
FBLN1	ENSG00000077942	22q13.31	5012	0.0195531	3.90	2.5374	1.8376		1														1			1		
PPARA	ENSG00000186951	22q13.31	10094	0.0137738	1.36	2.5389	1.8334		1							1										1		
WNT7B	ENSG00000188064	22q13.31	5108	0.0146407	2.87	2.5393	1.8349		0																		1	
TAFA5	ENSG00000219438	22q13.32	2949	0.00683876	2.32	2.5375	1.8282		0																		1	
BRD1	ENSG00000100425	22q13.33	5250	0.0353496	6.73	2.5324	1.8205		0																		1	
MAPK8IP2	ENSG00000008735	22q13.33	5748	0.0612599	10.66	2.5283	1.8185		0																		1	
PIM3	ENSG00000198355	22q13.33	2126	0.00876517	4.12	2.5316	1.8209		0																		1	
SCO2	ENSG00000284194	22q13.33	1397	0.00799461	5.72	2.5284	1.8194		0																		1	
ALAS2	ENSG00000158578	Xp11.21	2095	0.019842	9.47	2.6737	1.1817		0																		1	
FOXR2	ENSG00000189299	Xp11.21	2797	0.0112695	4.03	2.6740	1.1817		0																		1	
RRAGB	ENSG00000083750	Xp11.21	2179	0.0107879	4.95	2.6732	1.1816		0																		1	
ZXDB	ENSG00000198455	Xp11.21	5898	0.0756116	12.82	2.6726	1.1850		1														1			1		
PHF8	ENSG00000172943	Xp11.22	7111	0.212965	29.95	2.6635	1.1799		0																		1	
SSX2	ENSG00000241476	Xp11.22	1474	0.00105953	0.72	2.6534	1.1759		0																		1	
CACNA1F	ENSG00000102001	Xp11.23	6302	0.0938162	14.89	2.6980	1.1730		0																		1	
HDAC6	ENSG00000094631	Xp11.23	5766	0.0457523	7.93	2.6882	1.1725		1								1									1	1	
PIM2	ENSG00000102096	Xp11.23	2099	0.0154113	7.34	2.6959	1.1723		0																		1	
SSX1	ENSG00000126752	Xp11.23	1330	0.00443075	3.33	2.6840	1.1711		0																		1	
SSX4	ENSG00000268009	Xp11.23	1264	0.00837989	6.63	2.6790	1.1721		0																		1	
SYP	ENSG00000102003	Xp11.23	3346	0.0114621	3.43	2.6981	1.1731		0																		1	
WDR45	ENSG00000196998	Xp11.23	2294	0.0180119	7.85	2.6959	1.1725		1														1			1		
MAOA	ENSG00000189221	Xp11.3	5502	0.0125217	2.28	2.6230	1.1641		0																		1	
GPR34	ENSG00000171659	Xp11.4	1938	0.00886149	4.57	2.6121	1.1619		0																		1	
RPGR	ENSG00000156313	Xp11.4	6679	0.0306299	4.59	2.6135	1.1574		0																		1	
NR0B1	ENSG00000169297	Xp21.2	2007	0.0164708	8.21	2.6142	1.1506		1											1						1	1	
ZFX	ENSG00000005889	Xp22.11	7989	0.0315931	3.95	2.6342	1.1509		1														1			1		
BEND2	ENSG00000177324	Xp22.13	4696	0.0286072	6.09	2.6163	1.1517		0																		1	
CDKL5	ENSG00000008086	Xp22.13	16577	0.0526873	3.18	2.6169	1.1519		0																		1	
FRMPD4	ENSG00000169933	Xp22.2	9441	0.0466191	4.94	2.5947	1.1463		0																		1	
OFD1	ENSG00000046651	Xp22.2	3836	0.0617415	16.10	2.6024	1.1482		0																		1	
PIR	ENSG00000087842	Xp22.2	1579	0.00760932	4.82	2.6104	1.1494		0																		1	
TLR7	ENSG00000196664	Xp22.2	5015	0.027644	5.51	2.6004	1.1468		1								1									1		
TLR8	ENSG00000101916	Xp22.2	4365	0.0233096	5.34	2.6006	1.1471		1								1									1		
VEGFD	ENSG00000165197	Xp22.2	2097	0.00895781	4.27	2.6091	1.1496		0																		1	
NHS	ENSG00000188158	Xp22.2-p22.13	10351	0.0761896	7.36	2.6206	1.1512		0																		1	
MXRA5	ENSG00000101825	Xp22.33	9832	0.121942	12.40	2.6240	1.1565		0																		1	
HEPH	ENSG00000089472	Xq12	6956	0.0742631	10.68	2.6431	1.1854		0																		1	
MSN	ENSG00000147065	Xq12	4012	0.0194568	4.85	2.6362	1.1859		1														1			1	1	
FOXO4	ENSG00000184481	Xq13.1	3656	0.0238875	6.53	2.6120	1.1905		0																		1	
KIF4A	ENSG00000090889	Xq13.1	4512	0.0395877	8.77	2.6097	1.1899		0																		1	
NONO	ENSG00000147140	Xq13.1	3270	0.025236	7.72	2.6131	1.1905		1														1			1	1	
MAGEE1	ENSG00000198934	Xq13.3	3637	0.0969948	26.67	2.6105	1.1878		0																		1	
BRWD3	ENSG00000165288	Xq21.1	13085	0.0519168	3.97	2.6233	1.1886		0																		1	
ITM2A	ENSG00000078596	Xq21.1	1858	0.0120401	6.48	2.6071	1.1845		0																		1	
LPAR4	ENSG00000147145	Xq21.1	2865	0.0148334	5.18	2.6114	1.1879		1														1			1		
MAGT1	ENSG00000102158	Xq21.1	5250	0.0190715	3.63	2.6106	1.1865		0																		1	
PGK1	ENSG00000102144	Xq21.1	4957	0.0161819	3.26	2.6119	1.1878		0																		1	
TBX22	ENSG00000122145	Xq21.1	2425	0.0262955	10.84	2.6178	1.1893		0																		1	
DACH2	ENSG00000126733	Xq21.2	2579	0.0322674	12.51	2.6212	1.1872		0																		1	
GLA	ENSG00000102393	Xq22.1	1473	0.0156039	10.59	2.6163	1.1886		0																		1	
NRK	ENSG00000123572	Xq22.3	8638	0.0680986	7.88	2.6150	1.1862		1														1			1		
IL13RA2	ENSG00000123496	Xq23	1542	0.0106916	6.93	2.6289	1.1867		0																		1	
ATP1B4	ENSG00000101892	Xq24	4805	0.0166635	3.47	2.6265	1.1849		0																		1	
LAMP2	ENSG00000005893	Xq24	9444	0.012329	1.31	2.6257	1.1848		0																		1	
MCTS1	ENSG00000232119	Xq24	10152	0.00317858	0.31	2.6247	1.1853		0																		1	
SEPTIN6	ENSG00000125354	Xq24	5764	0.0108842	1.89	2.6219	1.1858		0																		1	
UBE2A	ENSG00000077721	Xq24	2930	0.00414178	1.41	2.6220	1.1860		1														1			1		
DCAF12L2	ENSG00000198354	Xq25	2795	0.0323637	11.58	2.6321	1.1818		1														1			1		
TENM1	ENSG00000009694	Xq25	13024	0.112213	8.62	2.6288	1.1821		0																		1	
ELF4	ENSG00000102034	Xq26.1	5277	0.0292814	5.55	2.6219	1.1830		1														1			1	1	
CD40LG	ENSG00000102245	Xq26.3	1872	0.00529763	2.83	2.6421	1.1833		0																		1	
FHL1	ENSG00000022267	Xq26.3	4565	0.0120401	2.64	2.6388	1.1829		0																		1	
INTS6L	ENSG00000165359	Xq26.3	3992	0.0397804	9.97	2.6357	1.1826		0																		1	
RBMX	ENSG00000147274	Xq26.3	4033	0.378058	93.74	2.6471	1.1835		0																		1	
RTL8B	ENSG00000212747	Xq26.3	2034	0.00394914	1.94	2.6515	1.1827		0																		1	
SLC9A6	ENSG00000198689	Xq26.3	6210	0.0137738	2.22	2.6377	1.1831		0																		1	
FGF13	ENSG00000129682	Xq26.3-q27.1	20325	0.0320747	1.58	2.6441	1.1823		0																		1	
